moive,sentence,score
구타유발자들,이런영화를 대체왜 만드는거임? 살다살다 이렇게 불편한영화는 처음이네 .이영화보고 재미있다는사람들 정신검사받아봐야 함,1
닥터 스트레인지: 대혼돈의 멀티버스,이건…. 뭐지?라고 생각함… ,6
어부바,코믹하다고 봤는데.. 크게 재미 있는지 모르겠어요.,6
닥터 스트레인지: 대혼돈의 멀티버스,닥스와 완다 연기력으로 살렸다고 본다.,6
어거스트 버진,에릭 로메르를 기대하고 보러 갔는데 홍상수를 보고 온 느낌이랄까,7
엄마,심각한 수준입니다...일단 한국말인데 억양이 너무 안좋아서 코미디 영화가 되버렸고 1980년대 전설의 고향보다 못한 수준입니다...공짜로 봤는데도 중간에 나가려다 참았는데 중간에 졸긴했음...,3
닥터 스트레인지: 대혼돈의 멀티버스,와 근데 너무 조잡해졌다...,7
이터널스,1점도 아깝다,1
닥터 스트레인지: 대혼돈의 멀티버스,배우들 연기는 지리는데 음표날리고 갑자기 좀비물 비스무리하게 헛웃음나옴 심지어 앞자리 커플 30분도 안되서 나가버림..,6
약속의 네버랜드,연출.. 연기력까지.. 특히 헤어스타일 꼭 그렇게 해야했나? 연기 진심 오글거리고 연출 촌스럽고. 일본이 애니가 왜 유명한지 알겠음. 애니는 한계가 없는데 실사판 만들어버리면 미술.. 연출.. 배우들의 한계가 망작을 이끌어낸다,2
신비한 동물들과 덤블도어의 비밀,기대안하고 봤는데 기대안해도 됩니다,4
닥터 스트레인지: 대혼돈의 멀티버스,마블 광팬으로서 샹치 블랙위도우 이터널스 까지 꾹참고 버텼는데 닥스까지 이래버리면 진짜 실망인데,6
닥터 스트레인지: 대혼돈의 멀티버스,막장드라마보는것같음,4
닥터 스트레인지: 대혼돈의 멀티버스,기대했던거에 비해 실망만 남겨줌,5
민스미트 작전,너무 단조로웠어요. 지루하기도 했고요.,7
닥터 스트레인지: 대혼돈의 멀티버스,"분명 감독은 김피탕을 만들어보려고 했을거다. 비주얼은 구려도 색다른 시도, 색다른 맛, 호러와 히어로? 이거 은근 괜찮네? 이런 맛을 끌어내려 했지만 그냥 음식물쓰레기를 만들어버렸다. 히어로장르에 대한 감독의 이해도가 심히 의심스럽다. 그냥 꺼지고 b급 호러영화나 쳐만들러갔으면... 그리고 내가봤을때 감독도 완다비전 안보고 영화만들었다... 아니 하다못해 닥스 전작은 봤을까?봤으면 이렇게 ㅈ같은 연출과 스토리가 나올수가 없다",2
닥터 스트레인지: 대혼돈의 멀티버스,좀비물인줄ㅋㅋ 신선하기는 한데 아쉽기도,7
닥터 스트레인지: 대혼돈의 멀티버스,"개봉전 반응: 이건 역대급 명작으로 길이길이 남을 듯, 닥스역은 진짜 신의 한수다, 멀티버스 지렛대 지린다, 5월이 다가올수록 가슴이 웅장해진다.. (..라며 별 셀레발 다 떨더니)개봉후 반응: 역대급 망작이다, 베컴에 샘 감독 가지고 이걸 내놔? 안본 눈 삽니다..과연 셀레임의 민족답다.",6
엄마,"전반적으로 배우들의 연기는 좋았고 스터리도 무엇을 전하고자 하는지는 알겠지만 연출이 매끄럽지 않았던 것 같다. 스토리를 보고싶다면 추천하지만 공포, 스릴러를 보고싶다고 하면 그렇게 추천하진 않는다",6
야차,쪽팔린줄을 알아라 한국영화가 왜 발전이 없는줄아냐  핵쏘고 북한 인민들죽이는 김정은 북한 개같은 정권 미화하고 일본은 무조건 나쁜놈 죽일놈 범죄자 취급하냐 영화에 쓰레기 북한의 악행도 제대로 담아야지  북한은 친구 일본은 적  이미지씌울라고 ㅉㅉ 정신차려라 ,1
닥터 스트레인지: 대혼돈의 멀티버스,마블 여태 본 것 중 젤 별로였음.B급 호러무비를 보는 것 같은 연출은 내가 뭘 보고 있는건가 의심하게 만들고 완다의 빌런 전향은 솔직히 완다비전도 다 봤지만 좀 억지스러웠음. 흑마법에 홀려서 정신이 망가졌다고 해도 그리 몰입되진 않았고..다른차원의 영웅들 갈갈이는 도대체 뭘 위한 연출인지.. 그냥 자극적이기만 했고 다 끝나고 나서 느낀점은...나 뭘 본거지? 아메리카의 등장서사물인가? 마블 캐릭터로 만들어 낸 B급호러 팬무비인가? 인커젼에 대한 내용이 처음 나오면서 앞으로 나올 마블영화의 자극적인 밑거름이 되었다? 정도의 감상 밖에 느낄 수 없었습니다.기대가 컸던만큼 아쉽네요. 스칼렛위치가 이렇게 소모되는 캐릭턴가 싶고..,4
야차,요즘 대한민국 잘 나가잖아. 그 수준에 먹칠하는 그런짓은 하지말자. 외교 문제가 있는데 그냥 저렇게 대놓고 도심에서 막 총질 한다고? ㅋㅋㅋㅋ 돌았군,4
닥터 스트레인지: 대혼돈의 멀티버스,"섬뜩한 연출이나 화면은 잘 채웠는데, 1편에서의 기대했던 공간을 활용한 연출은 많지 않아 다소 아쉬웠고 내용이 드라마와 연계도 있고 여러 소재를 다루느라 다소 바쁜 영화였습니다.",7
파워 오브 도그,베네딕트 정말 매력적인 배우,7
글래디에이터: 레전드 워리어,제목만 믿고 보았다간 난감,4
닥터 스트레인지: 대혼돈의 멀티버스,개병신같다. 근데 재밌다.,7
닥터 스트레인지: 대혼돈의 멀티버스,"걍 개연성 밥말아 먹은 좆구데기. 마블 닥스 2개만 가지고 해보려다 안된 쓰레기 B급영화. 안보는거 추천함. 걍 부모님이랑 밥이나 먹으러 가셈 아니면 여친이랑 돈 더 보태서 레스토랑이나 가셈. 연기만 잘했지(닥스, 완다) 나머지는 쓰레기에 가까움. 스칼렛의 감정에 몰입하니 어쩌니 문제가 아님 온갖 허접한 판자로 막은듯한 설정, 정신나간 전개, 허접한 결말 구멍 송송난 구찌팬티 입은 기분임.",1
스펜서,최대한 다이애나의 입장에서 만든 영화,7
매춘 3,한번 발들이면 빠져나오기 힘든곳,6
우리 손자 베스트,정치관이 다르면 어떻게든 악마화하는 열등감으로 똘똘뭉친 좌파들의 시나리오. 문재인 정권 끝났으니 하나 물읍시다. 그래서 살림살이 나아지셨나요? ㅎㅎ,1
봄날,사운드가 왜 이러냐? 왜 이리 웅웅거려?,6
닥터 스트레인지: 대혼돈의 멀티버스,"완다비전의 긴 빌드업을 따라가며 닥스1을 뛰어넘는 확장을 기대했던 나로서는, 단순하고 선형적인 스토리가 황당했다. 하위 장르로 선택한 호러도 그냥 끔찍하고 보기 불편했을 뿐, 어떤 의미도 찾지 못했다. 그냥저냥한 눈요기, 시간때우기용 호러 판타지 영화로는 괜찮을지 몰라도, 내가 기대했던 닥스2는 그런게 아니었기에.. 별로였다.",5
닥터 스트레인지: 대혼돈의 멀티버스,닥터스트레인지1만 봐서 거기에 나오지 않은 내용은 대충 눈치껏 알아들었다,7
배드 가이즈,드림웍스에 보스베이비 제작진이라고 해서 기대가 컸나봐요 그냥 너무 뻔한 스토리였어요 ‘이 캐릭터 정체 ~일 거 같은데’ ‘저거 알고보니 ~인거 아냐’ 그냥 다 너무 흔한 클리셰 범벅이었습니다 미취학 아동들은 재밌게 볼 거 같아요 하지만 애니메이션을 좋아하는 성인에게는 아쉬움이 컸어요,4
닥터 스트레인지: 대혼돈의 멀티버스,분명히 액션인데...왜 스릴러처럼 깜짝깜짝 놀래키는지...그리고 이젠 좀비영화로 바뀌는 겁니까??처음에는 마블영화처럼 괴수나오다가 갑자기 장르가 바뀜,6
서울괴담,글쎄요...두 번 보고싶지는 않음 내용이 진짜 옛날에 문구점에서 팔던 500원짜리 작은 책에서 나올 법한 거였음 그리고 cg가 너무 티 나서 좀 그랬음ㅎ공포영화 보다가 잠든건 처음임 배우들 얼굴이 제일 재밋다 아린님 예쁨ㅎ,2
007 어나더 데이,총체적 난국 -&amp;gt; 피어스 쫑~! ;;;,4
민스미트 작전,이미테이션게임을 기대하고 갔지만 기대에 전혀 부응하지 못한 스토리와 개연성,4
야차,재미있는영화 입니다. 하지만 뒤로가면 갈수록 아쉬움이 많이 남네요. 억지스러운 육탄전...,6
낙원의 밤,자막이 필요한 영화.. 엄태구 중얼중얼 뭐라 얘기하는지 잘안들림 엄태구때문에 몰입감 다 깸 ,1
민스미트 작전,1시간 30분동안 편지 어떻게 쓰는지 고민하는거랑 춤춘거 말고 아무것도 안나옴 2차세계대전 작전이라길래 전투라도 벌어지는 줄 알았는데 그것도 아니고 숨막히는 전략이나 첩보 장면이 나온것도 아니고 시체에다 편지 어떻게 넣을까 탁상공론 하는게 다인 남는게 없는 영화,6
니 부모 얼굴이 보고 싶다,가해자의 부모와 피해자의 부모 입장을 극명하게 보여주다 못 해 자기자신에게 칼을 겨누게 되는 끔찍한 현실을 보여주다보니 굉장히 무섭기까지 합니다. 마지막 반전이 밝혀지고 난 후의 설경구 배우의 클로즈 업은 마치  &amp;#39;박하사탕&amp;#39;의 악마 버젼일 것 같은 느낌이....,7
닥터 스트레인지: 대혼돈의 멀티버스,이래저래 아쉬움이 남는건 어쩔 수 없지만 그래도 닥스짱 닥스존잘 닥스섹시해 평생 닥스해 김베니,6
우연과 상상,가짜 거장이 거장이라고 불러주니 갑자기 거장스럽게 으스대며 가장 거장스러운 영화를 만들어냈다. 현실의 기초가 무너진 세계에서 우연과 상상은 본연의 의미를 상실한다.,1
닥터 스트레인지: 대혼돈의 멀티버스,완다가 뜬금없는 좀비 추격신을.. 영화 끝나고 감독 필모를 봤다. 닥터스트레인지 최애 캐릭이 이었는데. 이렇게 망쳐 놓다니;;,4
봄날,있을때 잘해 후회하지말고 ㅋㅋㅋ,7
신비한 동물들과 덤블도어의 비밀,전시리즈보다 더 재밌어요,7
어부바,이게 영화? 500원 이래두 안보겠다. 시간낭비,2
닥터 스트레인지: 대혼돈의 멀티버스,ㅋㅋ음표공격은 진짜 선 씨게 넘었지….쓰라는 마법은 안쓰고 뛰어 다니기만 함 영화가 전체적으로 답답해요.두번째 쿠키는 보지마세요 시간 아까움그리고 소서러수프림은 대체 언제쯤 되는거냐,2
봄날,`,6
닥터 스트레인지: 대혼돈의 멀티버스,배우들의 연기가 대단하다,6
닥터 스트레인지: 대혼돈의 멀티버스,쓸말없음  음표공격 하...,1
팔마,개의 충성심을 시험하지 말라,6
레이디 버드,"무엇이 거윅에 대한 찬사를 늘어놓게 만드는지 잘 모르겠다. 이 작품이 거윅의 자전적 소재도 아니기에 특색있는 스토리도 아니고, 연출에서의 색깔도 보이지 않는데.",6
닥터 스트레인지: 대혼돈의 멀티버스,스토리 라인이 진행되면서 문제해결에 진전이 있어야 하는데 그런 느낌은 받지 못했고 내용도 너무 강강강이라 개인적으로 좀 피곤했지만 가볍게 재밌게 보기는 괜찮았음. 드라마는 따로 안 보고 봤는데 크게 문제는 없었던 듯,7
닥터 스트레인지: 대혼돈의 멀티버스,새로운시도는 좋은데 액션이 좀..,5
닥터 스트레인지: 대혼돈의 멀티버스,완다비전2 - 좀비호러쇼 ,2
연애 빠진 로맨스,석구땜에 봤지만 연기파배우들이 이영화를 선택한게 아이러니...설정자체가 90년대 헐리우드로맨스영화나 미드.. 석구랑 재방송배우땜에 4점줌 추석때 특선영화로 볼만함,4
퍼펙트 스톰,간단하게 사자성어로 소탐대실,6
신비한 동물들과 덤블도어의 비밀,음... 딱히 몰입이 잘되지 않았습니다,5
앵커,"천우희가 무엇을 해도 좋고, 얼굴만 보아도 행복하다면 추천합니다. ",4
닥터 스트레인지: 대혼돈의 멀티버스,완다비전으로 영화제목 변경해야할듯,6
신비한 동물들과 덤블도어의 비밀,내 돈... 텀블도어 떵꾸녕 털을 다 뜯어버려 어휴,1
실종,"너무 끔찍한 영화인데(스토리) 이게 있을법한 이야기라서 더 끔찍한것이다. 실제사건 모티브라니.,.,!! 마지막 바다어부 씬도 그런거 아닌가. 범죄자들의 마인드는 짐작불가이다.",6
닥터 스트레인지: 대혼돈의 멀티버스,연기와 CG 모든게 좋았는데 스토리가 개구려요 닥터스트레인지보다는 완다를 위한 영화였음  포크아저씨어떡함.. 안타깝습니다 ,4
월요일이 사라졌다,아쉬운 거 천지이나 그 안에서 최대한을 해낸 듯한,6
타이타닉 2,2.22 맞추자 ㅋㅋ 19재 개같네,1
닥터 스트레인지: 대혼돈의 멀티버스,좀비 히어로제목을 완다랑 스트레인지로걍 마블중에 제일 재미 없엇음,6
닥터 스트레인지: 대혼돈의 멀티버스,배우들의 열현.CG로 눈가리고 아웅,4
이터널스,마블이 망할지도 모른다는 불길한 상상!,4
닥터 스트레인지: 대혼돈의 멀티버스,닥터 스트레인지가 인피니티 워 때 보다 너무 약해진 느낌이 드는 액션씬이 많네요... 그리고 원초적으로 와 재밌네? 란 느낌이 많이 부족한 영화였습니다.. 그래도 닥터스트레인지 영화 답게 영상미 하나는 너무 좋았습니다 ㅎ 근데 요즘 마블영화들 보면 점점 극장가서 보기가 살짝 겁나기 시작하네요 ㅠ,6
닥터 스트레인지: 대혼돈의 멀티버스,감동도 재미도 없고 너무 뻔함내용이 없음영상미 덕에 그나마 5점기대를 한 내탓이지ㅠ,5
뜨거운 피,소설가적 재능과 감독으로서의 능력은 일치하지 않는다.,4
어부바,제 인생 가장 최악의 영화를 뽑으라면 이 영화가 될 것 같아요.,2
인민을 위해 복무하라,인민을 위해 만들지 말았어야할 영화,2
닥터 스트레인지: 대혼돈의 멀티버스,너무 기대를 했는지 실망도 컸던 영화..,6
민스미트 작전,생각했던거보다 지루했어요,5
닥터 스트레인지: 대혼돈의 멀티버스,대 혼돈이다… 마블이ㅡ너무 감당 불가능한 수준으로 일을 벌려놨네완다가 너무 불쌍,7
