movie,sentence,score
신비한 동물들과 덤블도어의 비밀,다 좋은데 1편 2편이 조니뎁의 그린델왈드였었어서 배우분이 바뀌는 바람에 몰입하기가 힘들었다..  ,8
신비한 동물들과 덤블도어의 비밀,크리쳐 좋아하는 사람들은 스토리 제외 그래도 재밌게 볼만함. 하지만 &amp;#39;신비한 동물&amp;#39;들도 전편들에 비해 덜 나온 느낌,8
닥터 스트레인지: 대혼돈의 멀티버스,난 정말 재밌게 봤다 호불호가 갈리지만 정말 딱 7.9점 영화다,10
닥터 스트레인지: 대혼돈의 멀티버스,저는 정말 재밌게 잘봤습니다!!!,10
닥터 스트레인지: 대혼돈의 멀티버스,이젠 드라마까지 봐야되니 피곤하다 어벤져스4 이후로 마블 영화는 매니아층만 보는 영화된듯,5
연인,이 영화 평점이 7이 안된다고? ㅋㅋ 미쳤구만 쓰레기 영화들은 알바 평점으로 8점이상이고 이 명작이 7이 안된다라....네이버 평점은 믿을만한게 못돼는군,10
민스미트 작전,이런 배우를 데리고 이렇게 연출하는게 요즘 유행인건가? 돌아버리겠네,2
닥터 스트레인지: 대혼돈의 멀티버스,꼭 4D로 보세요!!!,10
내안의 그놈,언제 봐도 재밌는 영화인것 같다,10
어부바,처음으로 영화보다 도중에 나왔어요 정준호나온다해서 믿고 봤는데 한명도 빠짐없이 발연기에 듣기가 너무 싫었어요 애기한테 무슨 그런 어색한 사투리를 요구했는지 …. 40분동안 보는 내내 몸이 너무 불편했네요 보고나온신분들은 “내말이” 하실겁니다 .. 내말이가 대체 왠말 스토리도없고 연기도 감동도 집중도 하나도 안된 영화였어요 진짜 저도 내말이밖에 기억안나요 ,2
봄날,어디에나 있을법한 가족이야기라서 그런지 더 인상깊게 봤네요~ 배우분들 연기력 대박,10
엄마,저 무서운거 진짜 못보는데 지루해서 졸았을 정도 ..,1
봄날,손현주 + 박혁권 + 정석용 연기 잘한다. 그냥 노련하다. 이 배우들이 아니었으면 이건 그냥 독립망작에 불과하다. 연출이 배우를 살릴 수도 있지만 다 죽어가는 영화의 불씨를 배우가 살릴 수 있다는 걸 보여준 작품.,7
벌새,영화가 긴데 전혀 지루하지 않다. 각 장면과 스토리가 적절하게 잘 배치되어서 호흡이 긴 영화인데도 루즈해지지 않고 끝까지 감정적인 긴장감을 놓치지 않는다. 연기가 아닌 것 같이 자연스러운 배우들의 연기도 좋다.,10
서울괴담,이거 2점 이상 준애들은 감독한테 적선하는거냐? 감독이 재능이 없는듯 다른 직업 알아봐야 할듯..아이돌 기획사에서 돈받고 대충 캐스팅 해준다는 조건으로 막 만든 아니 발가락으로 만든 영화 연기 쑤렉 내용 쑤렉 우뢰매가 훨씬 재밌다~~재앙이다 ,1
앵커,배우들 연기가 다들 좋네,7
브이 포 벤데타,넷플에 떠서 봤는데 진짜 말이 필요 없는듯,10
브리짓 존스의 베이비,ocn에서 연속방송 하길래 봤는데 웃으면서 봤네욬ㅋㅋ 브리짓 시리즈 예전부터 봐야지봐야지하다가 미뤘는데 내용이 예상했던거랑 다르네요ㅋㅋ 콜린퍼스랑 애기키우는 내용인줄 알았는데 새로운 남자가 나올줄이야.. 다음에 123편 몰아봐야겠음,9
355,이 배우들을 가지고..,10
민스미트 작전,그래서 동생은 왜 나온건지....응?,8
노인을 위한 나라는 없다,"별 하나도 주기 아까운 쓰레기 중에 쓰레기 영화. 이딴 쓰레기 영화 만들려면 차라리 대놓고 샤크네이도 처럼 병맛을 만들어라 어줍짢은 사이코 살인마 하나 만들어놓고 뭐 하는거임 이게???  제목과 영화 내용 하나도 상관없고 막판에 노인네둘이 대화하는 장면에서 노인어쩌고 나이들었네 어쩌고 나오는데 영화내용과 하나도 상관없는 대화내용임. 긴박감이 넘친다고 하는데 개뿔 무슨 긴박감? ㅋ브금이 없이도 긴박감을 느낀다고?? 이딴 영화를 빨아재끼는 니네는 대체 뭔 생각으로 영화를 보는거냐? ㅋ 브금이 있어도 긴박감이 전혀 없었을 것인데, 브금이 없으니 당연히 긴박감이 없지.  조쉬 브롤린 행동도 전혀 개연성이 없음. 돈 쌔비고 가만히 있으면 되지 물통들고 총들고 거기 왜 다시 쳐기어가냐? ㅋㅋ 어이가 없다 아주.  긴박감도 없고 주제도 없고, 마지막엔딩은 은퇴했으니 말이나 탈까?? 이 ㅈㄹ하다가 그냥 끝남ㅋㅋ 뭐냐 이게??? 아님 적어도 살인마가 정의의 뜻에 따라 끔찍하게 죽는 권선징악이라도 넣던가 막판까지 살인마가 활개치고 와이프한테까지 가서 동전던지기 짓거리하고 뭔 영화가 이래?? 내가 이래놓으면 니들은 겁나게 비공감 쳐박겠지? ㅋㅋ 많이 박아라 그게 바로 니들 대가리에 생각이라는게 없다는걸 인증하는거니까",1
닥터 스트레인지: 대혼돈의 멀티버스,마블 좋아하시는 분들이면 재미있게 볼 수 있어요~,10
어부바,와 내말이 밖에 안떠올라이게 영화냐내말이,1
엄마,대사처리는 미나리도 허접했지 왜 이 영화만 욕하나 ㅋㅋ,2
케빈에 대하여,태어난 아이는 백지상태 거기 뭘채워넣냐는 부모와 환경이 좌우한다오은영 강형욱 보면 죄다 키우는 보호자가 문제,7
닥터 스트레인지: 대혼돈의 멀티버스,굿바이 닥터스트레인지..,7
아브릴과 조작된 세계,너무 재미있어요 일본 애니를 닮은 프랑스 식 공상 애니 같아요 ~~모처럼 유럽에서 제대로 만든 애니를 만들었네요^^프랑스 식 스릴이 넘쳤고 고전적인 매력이 듬뿍 들어가 있고야심찬 스케일 황홀하게 잘 빠져 든다유쾌한 모험  완전 최고다 !!정말 훌륭해 괜찮고 잘 봤어요 ~~,10
닥터 스트레인지: 대혼돈의 멀티버스,넘나 재밌어여 또보고 싶어요,10
민스미트 작전,콜린 퍼스 형님! 오랜만에 뵙습니다ㅎㅎ너무 재미있게 잘 봤습니다.민스미트라는 새로운 단어도 배우고^^,10
앰뷸런스,시원한 카 체이싱 액션  자동차 액션은 진짜 최고 킬링 타임용으론 상급 영화,9
엄마,산드라오가 나와서 기대했는데...너무실망 B급 영화 같았어요ㅠ,2
배드 가이즈,좀 유치하긴한데 재밌게 잘봤습니다. 나오는 음악들도 좋아요,7
사부: 영춘권 마스터,"어렸을 적 보았던 이소룡,홍금보,성룡,이연걸,견자단 등... 홍콩무술영화들과는 분명히 다르지만 나름대로의 멋이 느껴지는 영화였던 것 같습니다.",8
너와 100번째 사랑,결말은 예상되지만 펑펑울면서 본 영화,10
"내 어깨 위 고양이, 밥 2",제가 영화를 보고 운건 이게 처음이자 마지막이였습니다,10
앰뷸런스,마이클 베이 이젠 퇴물이구나..,2
뜨거운 피,"담배 영화, 인해전술 영화, 조폭연기.연출 너무 억지스러움 그저 볼만한건 개개인의 연기력 ",6
연애담,일부러 반대 누르는 개독들 때문에 10점 준다~,10
닥터 스트레인지: 대혼돈의 멀티버스,마블: 우리CG 이만큼 발전했어요~,8
내안의 그놈,잼있네요~감동도있고,10
닥터 스트레인지: 대혼돈의 멀티버스,호러 명장 샘 레이미가 십 수년만에 마블로 돌아와 자유롭게 자신의 역량을 발휘한 공포의 히어로 무비,9
닥터 스트레인지: 대혼돈의 멀티버스,좀비에 귀신영화에 ㅋㅋ보면서도 얼탱이가없어서 웃겻다 마블중에 스트레인지 잴조아하는디ㅜㅜ그냥 완다영화다….,5
닥터 스트레인지: 대혼돈의 멀티버스,샘레이미의 이블데드 살짝 오마주 느낌들어서반가웠고 두번째 쿠키는 경악 그 자체.,8
어부바,이런 무공해 집밥같은 영화 많이 봤으면 좋겠어요. 정말 우리나라 보통 사람들 보통 가족들의 이야기에요. 아역배우들 연기 참 잘했고 캐릭터도 다 뚜렷해서 보는 재미가 있었어요. 가슴이 따뜻해지는 이런 이야기 아버지와 어린 자녀들이 함께 보며 서로에게 고마워할수있는 시간 되기를 바랍니다. 저예산영화에 출연하신 정준호배우의 용기와 결단에 박수를 보냅니다. ,10
신비한 동물들과 덤블도어의 비밀,처음 1편을 너무 재밌게 봐서2편을 기대했는데2편에서 호되게 당했다가3편 예고편은 괜찮아서 리뷰 검색 해 봤더니리뷰가 처참한 수준이라 고민고민하다가 봤는데결론은 1편처럼 아주 재밌고2편보다 100배 나은 스토리와 영상에 대만족!박수를 보냅니다 ㅋ,10
닥터 스트레인지: 대혼돈의 멀티버스,말 그대로 혼란스럽다,7
데스 워터,좀 무섭네요 소리를 몇번 질렀네요,9
식스티 세컨즈,마지막 카 액션씬이 인상깊은 좋은 자동차 액션 오락 영화..,7
민스미트 작전,뭔지 모르게 늘어지는 기분? 마지막 내용만 기억나요..,6
배드 가이즈,가볍게 보기 괜찮아요~!!!,8
닥터 스트레인지: 대혼돈의 멀티버스,기대했던 것보단 쓰읍..,4
민스미트 작전,이게 첩보물이야 치정물이야,6
민스미트 작전,이게 첩보물이야 치정물이야,6
닥터 스트레인지: 대혼돈의 멀티버스,진심 별로였다. 스릴러도 아니고 sf도 아니고,2
늑대들,진짜 미치겠다...넘하네..,1
어부바,우리가 익숙한 자극적인 영화가 아니어서 정말 좋더라고요. 우리집 이야기 같고 종범과 아들간의 사랑이 은은하게 감동을줘서 훌쩍 거리다가 웃다가.. 아역들도 너무 귀엽구요. 가족 영화로 추천합니다.,10
닥터 스트레인지: 대혼돈의 멀티버스,멀티버스의 빌드업으로만 만족해야 했던 아쉬운 영화,6
닥터 스트레인지: 대혼돈의 멀티버스,이터널스에서 1점줬는데 이 영화보고 10점주려다 마지막에 음표날리는거 보고 1점 깎았다. 그래도 오랜만에 눈호강 좋았고 마블은 쓸데없이 이터널스처럼 관객들 가르치려 들지말고 그냥 이런 샘레이미 감독 영화처럼 말초적인 재미만 줬음 좋겠다.,9
닥터 스트레인지,미래에서 왔다. 2편 노잼임. 이름만 닥스고완다가 주인공.. ,10
죽지않는 인간들의 밤,배우들이 아까운 영화네요 소재는 줗은데 연출이 너무 엉망이네요.좋은 감독과 연출팀을 만났으면 그나마 볼만 했을 영화였을텐데. 김수현의 영화 리얼이 더 좋은 영화라 생각하게 만드는 영화.태어나서 처음으로 평점 남기게 만드는 영화.그냥 유튜브 리뷰만 보는것을 추천 합니다.,1
언차티드,적당히 킬링타임용으로 즐기기 좋네요,8
닥터 스트레인지: 대혼돈의 멀티버스,마블이 아니라 갑분좀비영화..?,7
더 배트맨,역대 배트맨중 최악…. 너무 약해요. 기존 배우들 이미지가 넘 쌘듯해요,4
버블,"영상미,연출은 훌륭하다. 아무것도 할 게 없고 심심할 때 눈이라도 즐겁고 싶다면 한번쯤 봐도 괜찮은 영화.인어공주 스토리라인에 버블이라는 이상 현상을 입혔는데 이해가지 않는 요소가 한 두가지가 아니다. 버블은 외계인인가? 어떤 미지의 존재라고 치고 넘어가더라도 도쿄를 왜 폭발시킨 건지? 거미집? 개미지옥?같은 것은 왜 있는지? 주인공은 버블의 분노를 건드려서 폭발시킨 건가라는 생각을 하는데 도무지 이해가 가지 않는 부분. 파쿠르라는 비행 청소년들의 위험한 경기.. 소재 자체는 흥미로울 수 있으나 이게 인어공주 스토리 전개에 잘 녹아들었는지는 글쎄... 극초반에 도쿄가 현재 어떤 상태인지 설명하지만 이 설정들을 이해하고 전개에 필요한가를 납득하기에는 부족하다.",5
닥터 스트레인지: 대혼돈의 멀티버스,"완다 연기력 빼곤 모조리 망해버린 영화... 개연성, 스토리, 완성도를 놓여주는 자잘한 디테일 전부 박살나버려서 전체적으로 조잡한 영화가 탄생함... 보면서 닥스 패러디 영화보는줄 알았다",5
민스미트 작전,실화 전쟁영화라기에 지루할줄 알았는데 편집을 기가막히게 했는데엽?!? 음악도 좋구 ㅠ 로맨스는 왜넣었나싶지만 전쟁통도 사람사는거니까 뭐..,10
더 컨트랙터,직장 잃으면 골로간다. 교훈,10
닥터 스트레인지: 대혼돈의 멀티버스,스토리 디테일과 음표 싸움이 아쉽다..그래도 마블답게 화려해서 좋다,8
닥터 스트레인지: 대혼돈의 멀티버스,샘레이미색체가 나는 좋은것같은디?,10
글래디에이터,지금 5번? 앞으로 몇 번을 더 볼까?  모든 신이 압권,10
엄마,좋아하는 여자와 보러가면 딱인 영화.,10
암살, 대한민국만세,10
닥터 스트레인지: 대혼돈의 멀티버스,모든 걸 다 집어넣고 재미까지 안 놓쳤다.,7
배드 가이즈,"진짜 너무 흥미롭고 캐릭터의 개성들이 강해 너무 재밌었고 성우들이 너무 연기를 잘하셨고 특히 늑대가 너무 멋있구 너무 목소리가 좋았어요 진짜로 제가 성인되서 다시 꼭 볼 영화중 하나입니다, 근데 이건 호불호가 갈릴 수 있지만 저는 정말로 너무 만족스러운 영화였습니다!",10
닥터 스트레인지: 대혼돈의 멀티버스,거의 공포영화수준ㅋㅋ 하지만 재밌게 잘 봤어용! 생각없이 보기 좋아요!,10
닥터 스트레인지: 대혼돈의 멀티버스,미리 보라는거 다 보고 보세요!,10
뜨거운 피,헛깨비 와닿네요 저말이,10
앵커,적어도 영화 중반정도까진 긴장감 있는 연출이 기가막혔는데  스토리의 흐름이 장르를 살짝 분산시키는거같아서 아쉬웠다. 각본대로의 완성도는 훌륭한데다만 전개 상 많이 뻔했다결론 깔끔하진 않으나 공포는 좋았음,9
배드 가이즈,머리가 복잡할때 눈높이를 낮추고 볼만한 애니메이션영화,6
닥터 스트레인지: 대혼돈의 멀티버스,장황하고 화려하게 끌고나가다가 마지막엔 피식 김새는 결말이 아쉽다. 예상가능했고 뭐 납득도 가지만 강도가 약하달까? 논외로 영화도 아니고 드라마를 인질로 잡는 건 좀 선 넘은 것 같다. 문제는 앞으로 더 많아질 것 같은게 무섭네.,7
엄마,이게 정말 재미가 있다구요 ??세상에나…,1
닥터 스트레인지: 대혼돈의 멀티버스,닥스를 사랑할 수 밖에 없는..,10
이상한 나라의 수학자,주제가 신선하고 파이송이 다 함. 최민식 아저씨는 뻔한 설정에서 뻔하지 않는 표정을 만드는 베테랑 연기자,8
